sample_id,source_file,source_group,class_id,class_name,split,sample_rate,channels,duration,num_samples,start_sample,end_sample
target_word_00195.wav,dataset/raw/target_word/shrini030_target_word_raw.wav,shrini030,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00196.wav,dataset/raw/target_word/shrini029_target_word_raw.wav,shrini029,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00197.wav,dataset/raw/target_word/shrini024_target_word_raw.wav,shrini024,0,target_word,test,16000,1,1.0,16000,0,16000
target_word_00198.wav,dataset/raw/target_word/shrini025_target_word_raw.wav,shrini025,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00199.wav,dataset/raw/target_word/shrini026_target_word_raw.wav,shrini026,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00200.wav,dataset/raw/target_word/shrini027_target_word_raw.wav,shrini027,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00201.wav,dataset/raw/target_word/shrini038_target_word_raw.wav,shrini038,0,target_word,test,16000,1,1.0,16000,0,16000
target_word_00202.wav,dataset/raw/target_word/shrini021_target_word_raw.wav,shrini021,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00203.wav,dataset/raw/target_word/shrini039_target_word_raw.wav,shrini039,0,target_word,validation,16000,1,1.0,16000,0,16000
target_word_00204.wav,dataset/raw/target_word/shrini020_target_word_raw.wav,shrini020,0,target_word,test,16000,1,1.0,16000,0,16000
target_word_00205.wav,dataset/raw/target_word/shrini023_target_word_raw.wav,shrini023,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00206.wav,dataset/raw/target_word/shrini022_target_word_raw.wav,shrini022,0,target_word,train,16000,1,1.0,16000,0,16000
unknown_words_00207.wav,dataset/raw/unknown_words/shrini025_unknown_words_raw.wav,shrini025,1,unknown_words,train,16000,1,1.0,16000,0,16000
unknown_words_00208.wav,dataset/raw/unknown_words/shrini033_unknown_words_raw.wav,shrini033,1,unknown_words,validation,16000,1,1.0,16000,0,16000
unknown_words_00209.wav,dataset/raw/unknown_words/shrini009_unknown_words_raw.wav,shrini009,1,unknown_words,train,16000,1,1.0,16000,0,16000
unknown_words_00210.wav,dataset/raw/unknown_words/shrini001_unknown_words_raw.wav,shrini001,1,unknown_words,validation,16000,1,1.0,16000,0,16000
